,book_title,text,numerical
400,on the jellicoe road,melinamarchetta youngadult mystery on the jellicoe road,1.6894999999999998
401,rock me,cherrielynn romance adultfiction rock me,1.67
402,forbid me,m.robinson romance newadult forbid me,1.9220000000000002
403,wanderlove,kirstenhubbard youngadult contemporary wanderlove,1.4325
404,there you'll find me,jennyb.jones youngadult realisticfiction there you'll find me,1.7185
405,stealing parker,mirandakenneally youngadult contemporary stealing parker,1.436
406,saving june,hannahharrington youngadult contemporary saving june,1.5335
407,shut out,kodykeplinger youngadult romance shut out,1.3105
408,something like normal,trishdoller youngadult romance something like normal,1.3495000000000001
409,the boy who sneaks in my bedroom window,kirstymoseley romance youngadult the boy who sneaks in my bedroom window,1.5310000000000001
410,the mighty storm,samanthatowle romance romance the mighty storm,1.7734999999999999
411,you against me,jennydownham youngadult romance you against me,1.2605
412,take this regret,amylichtenhan romance newadult take this regret,1.614
413,how to kill a rock star,tiffaniedebartolo romance contemporary how to kill a rock star,1.6445000000000003
414,the glass castle,jeannettewalls nonfiction autobiography the glass castle,1.8599999999999999
415,a thousand splendid suns,khaledhosseini fiction historical a thousand splendid suns,1.965
416,sophie & carter,chelseafine youngadult romance sophie & carter,1.454
417,losing it,coracarmack contemporary romance losing it,1.3275000000000001
418,the sweet gum tree,katherineallred romance romance the sweet gum tree,1.864
419,hearts in darkness,laurakaye romance romance hearts in darkness,1.4845
420,almost,anneeliot youngadult romance almost,1.3435000000000001
421,epic fail,clairelazebnik youngadult romance epic fail,1.241
422,amy & roger's epic detour,morganmatson youngadult contemporary amy & roger's epic detour,1.6345
423,room,emmadonoghue fiction contemporary room,1.586
424,effortless,s.c.stephens romance newadult effortless,1.948
425,callum & harper,fisheramelie romance newadult callum & harper,1.5685
426,heart on a chain,cindyc.bennett youngadult romance heart on a chain,1.5630000000000002
427,cross my heart,katieklein youngadult romance cross my heart,1.4725
428,me before you,jojomoyes romance fiction me before you,1.792
429,forbidden,tabithasuzuma youngadult romance forbidden,1.6260000000000001
430,the edge of never,j.a.redmerski romance newadult the edge of never,1.843
431,my life next door,huntleyfitzpatrick youngadult romance my life next door,1.548
432,thirteen reasons why,jayasher youngadult contemporary thirteen reasons why,1.5225
433,squee's wonderful big giant book of unspeakable horrors,jhonenvásquez sequentialart sequentialart squee's wonderful big giant book of unspeakable horrors,1.843
434,nimona,noellestevenson sequentialart fantasy nimona,1.7505000000000002
435,"top 10, vol. 1","alanmoore sequentialart sequentialart top 10, vol. 1",1.766
436,wolverine: origin,pauljenkins sequentialart sequentialart wolverine: origin,1.4595
437,"hyperbole and a half: unfortunate situations, flawed coping mechanisms, mayhem, and other things that happened","alliebrosh humor nonfiction hyperbole and a half: unfortunate situations, flawed coping mechanisms, mayhem, and other things that happened",1.7965
438,"good-bye, chunky rice","craigthompson sequentialart sequentialart good-bye, chunky rice",1.4735
439,"the invisibles, volume 1: say you want a revolution","grantmorrison sequentialart sequentialart the invisibles, volume 1: say you want a revolution",1.526
440,"dmz, vol. 1: on the ground","brianwood sequentialart sequentialart dmz, vol. 1: on the ground",1.4249999999999998
441,ronin,frankmiller sequentialart sequentialart ronin,1.412
442,fire and flight,wendypini sequentialart fantasy fire and flight,2.021
443,embroideries,marjanesatrapi sequentialart sequentialart embroideries,1.6195
444,"the maxx, vol. 1","samkieth sequentialart sequentialart the maxx, vol. 1",1.855
445,mouse guard: fall 1152,davidpetersen sequentialart sequentialart mouse guard: fall 1152,1.604
446,the rabbi's cat,joannsfar sequentialart sequentialart the rabbi's cat,1.586
447,"ex machina, vol. 1: the first hundred days","briank.vaughan sequentialart sequentialart ex machina, vol. 1: the first hundred days",1.6524999999999999
448,x-men: days of future past,chrisclaremont sequentialart sequentialart x-men: days of future past,1.6214999999999997
449,batman: hush,jephloeb sequentialart sequentialart batman: hush,1.8190000000000002
450,"american vampire, vol. 1","scottsnyder sequentialart sequentialart american vampire, vol. 1",1.5979999999999999
451,shortcomings,adriantomine sequentialart sequentialart shortcomings,1.248
452,"astro city, vol. 1: life in the big city","kurtbusiek sequentialart sequentialart astro city, vol. 1: life in the big city",1.6835
453,the ultimates,markmillar sequentialart sequentialart the ultimates,1.6435
454,blacksad,juandíazcanales sequentialart sequentialart blacksad,1.9235
455,ghost in the shell,masamuneshirow sequentialart sequentialart ghost in the shell,1.7165
456,identity crisis,bradmeltzer sequentialart sequentialart identity crisis,1.5290000000000001
457,"100 bullets, vol. 1: first shot, last call","brianazzarello sequentialart sequentialart 100 bullets, vol. 1: first shot, last call",1.431
458,the dark tower: the gunslinger born,peterdavid sequentialart fantasy the dark tower: the gunslinger born,1.713
459,the invention of hugo cabret,brianselznick historical fiction the invention of hugo cabret,1.763
460,essex county,jefflemire sequentialart sequentialart essex county,1.763
461,pyongyang: a journey in north korea,guydelisle sequentialart sequentialart pyongyang: a journey in north korea,1.4895
462,"planetary, volume 1: all over the world and other stories","warrenellis sequentialart sequentialart planetary, volume 1: all over the world and other stories",1.7810000000000001
463,the crow,jameso'barr sequentialart sequentialart the crow,1.8445
464,stitches,davidsmall sequentialart autobiography stitches,1.6310000000000002
465,buffy the vampire slayer: the long way home,josswhedon sequentialart sequentialart buffy the vampire slayer: the long way home,1.5895000000000001
466,"lone wolf and cub, vol. 1: the assassin's road","kazuokoike sequentialart sequentialart lone wolf and cub, vol. 1: the assassin's road",1.938
467,epileptic,davidb. sequentialart sequentialart epileptic,1.419
468,"chew, vol. 1: taster's choice","johnlayman sequentialart sequentialart chew, vol. 1: taster's choice",1.565
469,anya's ghost,verabrosgol sequentialart youngadult anya's ghost,1.4469999999999998
470,"the umbrella academy, vol. 1: the apocalypse suite","gerardway sequentialart sequentialart the umbrella academy, vol. 1: the apocalypse suite",1.5785
471,"fullmetal alchemist, vol. 1","hiromuarakawa sequentialart sequentialart fullmetal alchemist, vol. 1",2.2095000000000002
472,palestine,joesacco sequentialart sequentialart palestine,1.7809999999999997
473,daytripper,fábiomoon sequentialart sequentialart daytripper,1.8250000000000002
474,"jimmy corrigan, the smartest kid on earth","chrisware sequentialart sequentialart jimmy corrigan, the smartest kid on earth",1.698
475,understanding comics: the invisible art,scottmccloud sequentialart sequentialart understanding comics: the invisible art,1.5394999999999999
476,kingdom come,markwaid sequentialart sequentialart kingdom come,1.724
477,"akira, vol. 1","katsuhirootomo sequentialart sequentialart akira, vol. 1",2.0235000000000003
478,asterios polyp,davidmazzucchelli sequentialart sequentialart asterios polyp,1.8075
479,"hellboy, vol. 1: seed of destruction","mikemignola sequentialart sequentialart hellboy, vol. 1: seed of destruction",1.7115
480,welcome to lovecraft,joehill sequentialart sequentialart welcome to lovecraft,1.686
481,black hole,charlesburns sequentialart sequentialart black hole,1.38
482,american born chinese,geneluenyang sequentialart youngadult american born chinese,1.543
483,the arrival,shauntan sequentialart sequentialart the arrival,1.9395
484,"death note, vol. 1: boredom","tsugumiohba sequentialart sequentialart death note, vol. 1: boredom",2.0685000000000002
485,ghost world,danielclowes sequentialart sequentialart ghost world,1.3860000000000001
486,"preacher, volume 1: gone to texas","garthennis sequentialart sequentialart preacher, volume 1: gone to texas",1.771
487,bone: the complete edition,jeffsmith sequentialart sequentialart bone: the complete edition,2.0054999999999996
488,fun home: a family tragicomic,alisonbechdel sequentialart autobiography fun home: a family tragicomic,1.658
489,"scott pilgrim, volume 1: scott pilgrim's precious little life","bryanleeo'malley sequentialart sequentialart scott pilgrim, volume 1: scott pilgrim's precious little life",1.7845
490,"the walking dead, vol. 1: days gone bye","robertkirkman sequentialart sequentialart the walking dead, vol. 1: days gone bye",1.9015
491,"fables, vol. 1: legends in exile","billwillingham sequentialart sequentialart fables, vol. 1: legends in exile",1.5845
492,the complete maus,artspiegelman sequentialart sequentialart the complete maus,2.154
493,the naming,alisoncroggon fantasy youngadult the naming,1.6099999999999999
494,miss mabel's school for girls,katiecross fantasy youngadult miss mabel's school for girls,1.581
495,the hound of rowan,henryh.neff fantasy youngadult the hound of rowan,1.6745
496,"here, there be dragons","jamesa.owen fantasy youngadult here, there be dragons",1.5015
497,the mists of avalon,marionzimmerbradley fantasy fiction the mists of avalon,1.6555
498,sandry's book,tamorapierce fantasy youngadult sandry's book,1.7135
499,beyond the deepwoods,paulstewart fantasy youngadult beyond the deepwoods,1.665
500,the eighth day,diannek.salerni fantasy childrens the eighth day,1.597
501,the akhenaten adventure,p.b.kerr fantasy youngadult the akhenaten adventure,1.3335
502,the lost years of merlin,t.a.barron youngadult fantasy the lost years of merlin,1.592
503,the merchant of death,d.j.machale youngadult fantasy the merchant of death,1.6099999999999999
504,the bad beginning,lemonysnicket fiction youngadult the bad beginning,1.5005
505,pawn of prophecy,davideddings fantasy fiction pawn of prophecy,1.7275
506,the field guide,tonyditerlizzi fantasy childrens the field guide,1.4699999999999998
507,matilda,roalddahl childrens fiction matilda,1.842
508,stormbreaker,anthonyhorowitz youngadult adventure stormbreaker,1.592
509,the thief,meganwhalenturner fantasy youngadult the thief,1.5659999999999998
510,the eye of the world,robertjordan fantasy fiction the eye of the world,1.8039999999999998
511,the looking glass wars,frankbeddor fantasy youngadult the looking glass wars,1.469
512,mister monday,garthnix fantasy youngadult mister monday,1.46
513,redwall,brianjacques fantasy youngadult redwall,1.6894999999999998
514,leven thumps and the gateway to foo,obertskye youngadult fiction leven thumps and the gateway to foo,1.342
515,so you want to be a wizard,dianeduane fantasy youngadult so you want to be a wizard,1.4345
516,midnight for charlie bone,jennynimmo fantasy youngadult midnight for charlie bone,1.4005
517,the ruins of gorlan,johnflanagan fantasy youngadult the ruins of gorlan,1.9024999999999999
518,the name of the wind,patrickrothfuss fantasy fiction the name of the wind,2.21
519,the mysterious benedict society,trentonleestewart mystery youngadult the mysterious benedict society,1.7879999999999998
520,peter and the starcatchers,davebarry fantasy youngadult peter and the starcatchers,1.5785
521,the maze runner,jamesdashner youngadult sciencefiction the maze runner,1.5630000000000002
522,the alchemyst,michaelscott fantasy youngadult the alchemyst,1.4929999999999999
523,howl's moving castle,dianawynnejones fantasy youngadult howl's moving castle,1.83
524,the amulet of samarkand,jonathanstroud fantasy youngadult the amulet of samarkand,1.6625
525,magyk,angiesage fantasy youngadult magyk,1.4455
526,leah on the offbeat,beckyalbertalli youngadult contemporary leah on the offbeat,1.694
527,rage: a love story,julieannepeters lgbt youngadult rage: a love story,1.2725
